field,year,women_mentorship,number_women_inventors
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
pharmaceuticals,2019,new and senior inventors,912
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only new inventors,43
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,only senior inventors,42
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
civil engineering,2020,new and senior inventors,44
pharmaceuticals,2020,only new inventors,163
pharmaceuticals,2020,only new inventors,163
pharmaceuticals,2020,only new inventors,163
pharmaceuticals,2020,only new inventors,163
pharmaceuticals,2020,only new inventors,163
